timestamp,latitude,longitude,altitude,speed,engine_load,fl_pressure,fl_temp,fr_pressure,fr_temp,rl_pressure,rl_temp,rr_pressure,rr_temp,distance_traveled_m,sum_distance_traveled_m,elevation_traveled_m,tr_fl,tr_fr,tr_rl,tr_rr
2025-11-14 05:39:42+00,-6.914365167,107.6601265,691.2,19,63.92157,27.41117,35.0,28.86149,35.0,29.58666,35.0,24.22045,33.0,18.787051065023967,800.2848174233865,0.3000000000000682,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
2025-11-14 05:39:47+00,-6.914558167,107.6602238,689.9,27,91.37255,27.41117,35.0,28.86149,35.0,29.58666,35.0,24.22045,33.0,23.998330092778307,824.2831475161648,-1.3000000000000682,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
2025-11-14 05:39:52+00,-6.914806,107.6604068,690.2,38,54.11765,27.41117,35.0,28.86149,35.0,29.58666,35.0,24.22045,33.0,34.16871294041887,858.4518604565837,0.3000000000000682,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
2025-11-14 05:39:57+00,-6.915155833,107.6606665,688.6,33,67.84314,27.41117,35.0,28.86149,35.0,29.58666,35.0,24.22045,33.0,48.32185552092624,906.7737159775099,-1.6000000000000227,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
2025-11-14 05:40:02+00,-6.915502,107.6609293,688.3,37,53.72549,27.41117,35.0,28.86149,35.0,29.58666,35.0,24.22045,33.0,48.199473620736526,954.9731895982464,-0.3000000000000682,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
2025-11-14 05:40:07+00,-6.915869167,107.6612043,686.8,24,49.80392,27.41117,35.0,28.86149,35.0,29.58666,35.0,24.22045,33.0,50.87587199049267,1005.8490615887391,-1.5,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
2025-11-14 05:40:12+00,-6.916140333,107.6614147,686.8,12,73.33334,27.41117,35.0,28.86149,35.0,29.58666,35.0,24.22045,33.0,38.06012690117898,1043.909188489918,0.0,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
2025-11-14 05:40:17+00,-6.916271333,107.6614983,691.1,23,52.94118,27.41117,35.0,28.86149,35.0,29.58666,35.0,24.22045,33.0,17.243706715082656,1061.1528952050007,4.300000000000068,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
2025-11-14 05:40:22+00,-6.916489,107.6616685,690.3,22,54.5098,27.41117,35.0,28.86149,35.0,29.58666,35.0,24.22045,33.0,30.639620945320182,1091.7925161503208,-0.8000000000000682,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
2025-11-14 05:40:27+00,-6.916683333,107.6618222,688.7,15,52.15686,27.41117,35.0,28.86149,35.0,29.58666,35.0,24.22045,33.0,27.473605160197064,1119.266121310518,-1.599999999999909,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
